,Dokumen,Topik 1,Topik 2,Topik 3,Topik 4,Topik 5,Topik 6,Topik 7,Topik 8,Topik 9,Topik 10,Topik 11,Topik 12,Topik 13,Topik 14,Topik 15,Category
0,gibran rakabuming raka wali kota solo kader pdip sorotan tajam ketua dpp pdip ahmad basarahbasarah tindakan gibran cawapres prabowo subianto tindakan bertentangan aturan partaisebagai kader pdip diharapkan gibran mendukung pasangan presiden wakil presiden diusung partai ganjar pranowo mahfud mdbasarah mentaati aturan berorganisasi anggota partaigibran rakabuming raka elit pdip wali kota solo patuh aturanaturan partai diamanahkan kepadanyadalam berpartai aturan main dalam bernegara warga negara indonesia diikat kesepakatankesepakatan bangsa rule of game bermasyarakat berbangsa bernegara basarahselain basarah percaya gibran memahami anggaran dasar pdipdalam konteks pemilu kongres partai kewenangan ketua umum pdip megawati soekarnoputri menentukan pasangan capres cawapres diusung partaioleh kader gibran rakabuming raka diharapkan mendukung keputusan megawatinamun keputusannya mencalonkan cawapres prabowo partai gibran dianggap pembangkangan partai melanggar aturan partaiini tindakan bertentangan etika politiktidak segi etika politik sudut pandang publik tindakan gibran dianggap upaya pdipmeskipun surat resmi pemberhentian dpp pdip hati pandangan publik gibran dianggap partai etika politikdalam menanggapi situasi pdip menunggu tindakan etika politik gibranmereka berharap gibran menyerahkan kartu tanda anggota kta pdip miliknya bukti nyata meninggalkan partaidengan gibran resmi dinyatakan mantan kader pdipbasrah jadi tunggu etika politik mas gibran memberanikan mencalonkan calon wakil presiden republik indonesia etika politik tunggu menerima kta pdip kalau meminjam istilah mas rudy solo orang timur muka punggungnya,0.030960873963872416,0.0309608744788525,0.031043999163185138,0.0309608712687163,0.030960871898469595,0.030960875973904314,0.03096087244915114,0.03096087446864227,0.030960875754916968,0.0309608704778246,0.030960869917423042,0.030960872531428065,0.031614908259851665,0.5658106199076847,0.03096086948607722,Politik
1,ketua dewan perwakilan rakyat amerika serikat as kevin mccarthy politikus partai republik mengumumkan keinginannya penyelidikan resmi pemakzulan presiden joe bidenmccarthy berargumen dugaan korupsi diinvestigasi lanjutdalam pernyataannya gedung capitol washington mccarthy komite pengawas dpr menemukan indikasi budaya korupsi berhubungan keluarga joe bidenpenyelidikan berfokus urusan bisnis hunter biden putra presiden biden joe biden menjabat presiden mccarthy menekankan tuduhan diajukan melibatkan penyalahgunaan kekuasaan penghalangan korupsi perhatian serius dprketua partai republik tertekan desakan sayap kanan partainyadesakan bertujuan penyelidikan pemakzulan presiden joe biden berusia mencalonkan pemilu as beberapa anggota partai republik beraliran konservatif mengancam mencopot mccarthy posisinya bertindak penyelidikan pemakzulan presiden joe biden tersebutnamun reaksi langkah partai republikgedung putih anggota parlemen partai demokrat mengecam upaya menuduhnya langkah bermotif politikjuru bicara gedung putih ian sams anggota partai republik dpr menyelidiki presiden sembilan menemukan bukti kesalahan membenarkan pemakzulandia menilai penyelidikan pemakzulan presiden joe biden partai republik cenderung ekstrem tindakan sah ceroboh memiliki dasar faktual konstitusionalpemimpin partai demokrat dpr hakeem jeffries mengambil sikap menanggapi penyelidikan inidia partai demokrat berjuang kebenaran melawan ekstremis sayap kanan kesempatanjeffries upaya bentuk balas dendam politik memiliki dasar kuat,0.03697970990756218,0.03697971563159427,0.036967550779113616,0.03697964778139279,0.03697971287240298,0.03697971360494258,0.036979711695334844,0.036979712431374025,0.03697971051843766,0.036979712744035886,0.03697971184119808,0.03697970904475498,0.03735941775821546,0.48191655221559665,0.03697971117404405,Politik
2,junta militer niger menolak kunjungan diplomatik komunitas ekonomi negaranegara afrika barat ecowas negara mengalami kudeta tersebutkeputusan memblokir akses diplomatik menghambat usaha mediasi niger mengalami ketidakstabilan politikpernyataan junta militer niger menolak kunjungan diplomatik surat resmi perwakilan ecowas niameyawalnya diplomat ecowas perserikatan bangsabangsa pbb dijadwalkan mengunjungi kota niamey rabu tanggal agustussurat kondisi marah pemberontakan kalangan penduduk dipicu sanksi diberlakukan ecowashal suasana delegasi diterima tenang amanini eskalasi ketegangan junta militer niger komunitas internasionalpara pemimpin negaranegara anggota ecowas berencana menggelar pertemuan nigeria kamisagenda pertemuan membahas situasi politik nigertidak pengumuman pemblokiran akses diplomatik bola ahmed tinubu ketua ecowas presiden nigeria mengeluarkan ancaman sanksi nigerrencananya sanksi diberlakukan bank sentral nigeria ditargetkan individu entitas terlibat kudeta nigerusaha mediasi junta militer niger dilakukanpada pekan mantan penguasa militer nigeria abdulsalami abubakar delegasi mengunjungi niamey mediasinamun pemimpin junta militer niger abdourahamane tchiani menolak menerima merekatchiani menolak pertemuan penjabat wakil menteri luar negeri amerika serikat victoria nuland rencananya bertemu dengannya niamey seninnuland diizinkan bertemu presiden niger mohamed bazoum ditahan kudetanamun situasi tchiani dilaporkan berhasil bertemu delegasi negara tetangga mali burkina faso dukungan nigerniger dilanda kekacauan kudeta dilancarkan tchiani tanggal julitchiani berhasil menahan presiden bazoum beserta menteri pemerintahan sah berkuasa,0.038239625510038046,0.038239624936688296,0.03823582941993231,0.03823957755893541,0.038239624875571955,0.0382396230777369,0.03823962391608471,0.038239623897751304,0.03823962334478821,0.0382396237220565,0.03823962543722715,0.03823962422851017,0.03838919594931298,0.46449952898019126,0.03823962514517492,Politik
3,direktur eksekutif institute for democracy and strategic affairs indostrategi khoirul umam menganggap pertemuan kader partai demokrasi indonesia perjuangan pdip budiman sudjatmiko prabowo subianto fenomena unik ironismenurut khairul umam pertemuan budiman sudjatmiko prabowo subianto menandakan konsolidasi kuat kalangan mantan aktivis mendukung prabowo subianto meskipun kelompok efektif mendegradasinya pemilihan presiden pilpres di sisi pertemuan dianggap ironis budiman sudjatmiko dikenal aktivis berhubungan tokoh orde barumenurut khairul umam memicu kekecewaan masyarakat peduli sejarah reformasi menyadari politik mengalami perubahandosen ilmu politik international studies universitas paramadina pertemuan budiman sudjatmiko prabowo subianto indikasi perpecahan tubuh internal pdipkhususnya budiman menyambangi kediaman prabowo subiantoapalagi pernyataan budiman menekankan pemimpin latar militer senior berpengalaman menghadapi ketidakpastian global mengisyaratkan dukungannya prabowo subianto pilpres namun dicatat pdip mengusung ganjar pranowo calon presiden capres pilpres mendatangkhoirul umam manuver budiman kali kendali pdip reaksi upayaupaya internal partai mengabaikan perannyamenurutnya terindikasi posisi pencalegan layak budiman ketidakterlibatannya tim pemenangan pencapresan ganjar pranowobudiman bebas beban memilih partikel bebas terikat aturan organisasi konstitusi partai pdipsetelah pertemuan budiman sudjatmiko prabowo subianto jalan kertanegara jakarta selatan budiman cocok sosok menteri pertahanan tersebutmenganggapnya pemimpin membawa indonesia krisis globalmenurut budiman situasi kerjasama tokoh latar militer intelijen tokoh aktivis membahas halhal strategis komprehensifwalaupun nama pribadi budiman pertemuan membahas halhal diskusikan lamatermasuk pemikiran menarik prabowo megawati soekarnoputri presiden joko widodo menteri koordinator bidang maritim investasi luhut binsar pandjaitanmenurut budiman sosoksosok nasionalis memiliki pandangan menarik patut digali diskusi,0.031863733699677356,0.03186373752355346,0.031858095407610414,0.03186369551703055,0.031863735049861446,0.03186373497792908,0.03186373438680268,0.03186373521562211,0.03186373558891221,0.031863735052732,0.03186373494813595,0.031863734662564584,0.03227127164447829,0.553505851867704,0.031863734457385835,Politik
4,one direction salah boy grup terkenal dunia merajai industri musik namun alasan grup memutuskan berpisah puncak popularitasnyabarubaru mantan anggota one direction zayn malik alasan keputusannya grup tersebutzayn malik anggota memilih kariernya one directiondalam episode podcast call her daddy rabu zayn ada saya menjelaskannya rinci politik terjadidia orang menandatangani kontrak terjaditanpa ragu memutuskan melangkah maju saya saya saya selesaizayn malik berusia mengambil alih karier solonyasaya benarbenar egois saya orang pergi merekam musik jujur zayn menjalin hubungan gigi hadidketika zayn malik meninggalkan one direction mengubah arahnyasaya berpikir ini mencoba barumeskipun menggambarkan sosok pasif zayn berlaku musiksaya serius kompetitif saya halhal tambahnyaitulah memutuskan tentu persahabatan kamimenurut zayn sematamata pertumbuhan perkembangan sakit munculkami jenuh jujur ungkapnyakami kami halhal gila dimengerti orang pengalaman dibagi orang dunia sekarang sudut pandang pergi kami mengalami momen menjalankan tugas kamiwawancara zayn barubaru wawancara pertamanya enam terakhirseperti diungkapkannya keputusannya mundur istirahat butuhkan grup terkenalsaya pikir memilih wawancara tampil media diekspos band kami membutuhkan berkembang alami manusia zaynia melanjutkan anda berulang kali saya berpikir jeda sehat pendekatan satusatunya menemukan identitas anda seniman menjalani hidup inidengan pernyataanpernyataan terbuka jujur zayn malik keputusannya meninggalkan one direction mengambil langkah maju karier musiknya,0.035141972055749475,0.03514197410223273,0.03513493343425991,0.035141938983958156,0.03514196957376173,0.035141975548831667,0.035141975155622236,0.03514197128588766,0.03514197242955362,0.03514196876985027,0.03514197200017513,0.03514197641669806,0.03537541994053834,0.5077860085858215,0.03514197171705969,Politik
5,anas urbaningrum mantan ketua umum partai demokrat terlibat dunia politik bebas penjara meskipun hak politiknya dicabut pembebasannyaanas urbaningrum bebas sepenuhnya menjalani cuti menjelang bebas cmb tahunsetelah cmb anas mengunjungi bapas bandung senin dengan resmi menyelesaikan cmb menerima sertifikat kebebasan anas wartawanbagaimana status cumlaude karena pelanggaran menganggapnya cumlaude anas urbaningrumanas bebas terlibat politikanas urbaningrum memiliki hubungan kelompok loyalis partai kebangkitan nusantara pkn dipimpin gede paseksaya mengikuti dunia politik rincian lihat insyaallah kolam politik komunitas komunitas politik tunggu saya bapas anasberdasarkan catatan hukumnya anas dijatuhi hukuman penjara mahkamah agung memangkas hukumannya penjaraselain hukuman penjara anas urbaningrum kehilangan hak politiknya sehingga dilarang mencalonkan jangka bebas penjaramenurut putusan pk no pkpidsus dijatuhkan september pencabutan hak politik berlaku bebas penjaraputusan pk diputuskan wakil ketua ma bidang non yudisial hakim agung sunarto anggota majelis andi samsan nganro prof m asikindengan anas urbaningrum memutuskan terlibat dunia politik diperbolehkan mencalonkan calon legislatif eksekutifpencabutan hak politik salah bentuk hukuman pelanggaran menjalankan jabatan publik bertujuan pelaku menyalahgunakan wewenangnyahak politik salah hak asasi manusia diatur pasal kovenan internasional hakhak sipil politikundangundang nomor tahun hak asasi manusia pembatasan pencabutan hak asasi manusia berdasarkan undangundanghal bertujuan pengakuan penghormatan hak asasi manusia melindungi kebebasan dasar orang menjaga kesusilaan ketertiban kepentingan negarapencabutan hak politik diatur pasal ayat kitab undangundang hukum pidanamencakup hakhak dicabut hakim hak memegang jabatan hak masuk angkatan bersenjata hak memilih dipilih pemilihan,0.03599603688681378,0.03599603103509867,0.03598922168189482,0.03599597894382256,0.03599603229465409,0.03599603112831253,0.03599603194504272,0.03599603272777576,0.035996037689250325,0.035996036697371406,0.035996032627067236,0.03599603260730352,0.035984438858068964,0.49607399116116796,0.03599603371635569,Politik
6,wakil ketua gerindra habiburokhman pernyataan desmond mahesa gerindra tutup usiamenurut informasi beredar desmond menghembuskan napas rumah sakit mayapada sabtu hingga penyakit diderita desmond mahesa gerindrawakil ketua dewan pembina partai gerindra meninggal dunia mengeluhkan sesak napas rumah sakit mayapadajenazah desmond rencananya disemayamkan rumah duka jl saco no rtrw ragunan pasar minggu jakarta selatankabar duka dibenarkan anggota komisi vi dpr ri andre rosiaderosiade desmond menghembuskan napas sabtu pagi rumah sakit mayapada jakartadia jenazah desmond rencananya dimakamkan al azhar karawangdesmond j mahesa politikus gerindra memiliki jabatan wakil ketua komisi iii dprpolitikus terlahir banjarmasin kalimantan selatan desember kiprah desmond dikenal salah korban penculikan aktivis pro demokrasi di desmond aktivis mahasiswa berjuang menegakkan keadilan demokrasi orde barudesmond berhasil duduk kursi dpr ri memperoleh suara daerah pemilihan dapil banten iisebelumnya desmond mengantongi mayoritas suara pemilu legislatif pileg desmond mengumpulkan suara dapil banten ii pileg kiprah desmond dunia politik daerah banten sebelumnya meraih suara dapil kalimantan timur pileg sebelum memutuskan terjun dunia politik bergabung organisasikiprah desmond mahesa gerindra bidang politik organisasi membuatnya dikenal dihormati orang,0.04037315242857249,0.04037315196691973,0.045877899565261476,0.04037316521528459,0.04037315255173318,0.040373152533485133,0.04037315257738178,0.040373152530633415,0.040373152406380834,0.04037315243877255,0.040373152479893475,0.04037315265460519,0.0403156896590106,0.42932856857858204,0.04037315241348351,Politik
7,pertemuan muhaimin iskandarsby dijadwalkan malam pertemuan dihadiri ketua umum partai demokrat agus harimurti yudhoyono ahydisinyalir pertemuan muhaimin iskandarsby silaturahmi pkb demokrathal jazilul fawaid wakil ketua umum pkb konfirmasi rabu mei betul jam gus imin bertemu pak sby cikeas rangka lebaran idul fitri silaturrahim diskusi pak sby pemikirannya generasi bangsa ujarnyajazilul pertemuan muhaimin iskandarsby rangka silaturahmi idul fitrikegiatan digelar kediaman pribadi sby cikeas bogor jawa baratsiang cak imin bertemu ketum golkar airlangga hartato senayan bertemu susilo bambang yudhoyonojazilul fawaid pengurus partai bertemu wibpertemuan rabu resto plataran senayan jakarta pusatiya rencananya besok halalbihalal dpp pkb dpp golkar rabu mei jam wib resto plataran senayan jaziluldalam kunjungan jazilul menyebut pertemuan dipimpin langsung cak iminia muhaimin iskandar pertemuan tersebutgus imin pimpin langsung didampingi dpp pkb jazilulagenda pertemuan muhaimin iskandarsby membahas situasi politik terkiniseperti pkb berupaya mengajak partai bergabung koalisi kebangkitan indonesia raya kkir partai gerindratentu update perkembangan terkini menyamakan arah depannya pkb berupaya bergabungnya partai pungkasnyagus imin partai golkar berpeluang bergabung kkir partai gerindra pkbkoalisi tambahan pkbgerindra fix golkar mogamoga berubah kita berharap koalisi memperkuat koalisi pkbgerindrahal diungkap muhaimin kantor dpp pkb jakarta selasa,0.03972542827400362,0.03972542687537896,0.03972193742875989,0.03972541050379366,0.039725425752387335,0.03972542735664558,0.03972542550696054,0.03972542748950504,0.039725424909673686,0.039725428254421394,0.03972542678448153,0.03972542478785811,0.03979094994646154,0.44378201126603045,0.0397254248636387,Politik
8,delapan partai politik pada minggu januari mengadakan pertemuan menunjukan sikap tolak sistem coblos partaiacara diselenggarakan hotel dharmawangsa jakarta dihadiri tokohtokoh partai politik indonesiapertemuan diprakarsai golkar diwakili kehadiran ketua umumnya airlangga hartartokemudian hadir ketum pkb muhaimin iskandar presiden pks ahmad syaikhu ketum partai demokrat agus harimurti yudhoyono ahy ketum pan zulkifli hasanpartai nasdem hadir pertemuan diwakili sekjen johnny g plate waketum ahmad ali pelaksana tugas plt sementara ppp mengirimkan utusannya waketum amir uskarapada pertemuan airlangga mengklaim kesepakatan gerindra satupun figur hadir mewakilipertemuan tindak munculnya usulan penyelenggaraan pemilu sistem proporsional tertutupdi pemilih memilih nama calon anggota legislatifnya mencoblos partaipengajuan usulan muncul kalangan prihatin tingginya money politik pemilu indonesiasebab mempromosikan nama nomor urut partai memperoleh suaranamun partai politik keberatan usulan sistem proporsional tertutup inisebagaimana pernyataan sikap sistem pemilu dalam pernyataannya kedelapan partai nyatakan tolak sistem coblos partai dianggap kemunduran demokrasisementara sistem pemilu proporsional terbuka perwujudan demokrasi berasaskan kedaulatan rakyatbahwa rakyat menentukan calon anggota legislatif dicalonkan partai politikmereka tolak sistem coblos partai bertentangan putusan mahkamah konstitusi nomor puuvi desember pertemuan sikap tolak sistem coblos partai memahami rakyat membutuhkan informasi mewakili kursi legislatifsehingga berharap kpu menjalankan sistem pemilu berjalan kali pemilu sistem proporsional semi terbuka,0.036286761004745344,0.03628676568483647,0.03628172676825759,0.036286720446229014,0.03628676242889558,0.03628676096301308,0.036286761744675024,0.03628676186204299,0.036286762401979054,0.0362867616398877,0.036286760681440745,0.0362867621856774,0.03686463644873452,0.49141253458921846,0.0362867611503671,Politik
9,perdana menteri presiden malaysia ismail sabri yakoob membubarkan parlemen mempercepat penyelenggaraan pemilihan presiden malaysia november mendatangpenyelenggaraan pemilihan presiden malaysia sembilan tugas parlemenpada tanggal oktober ismail mengamankan persetujuan raja sultan abdullah sultan ahmad shah langkahnya dinilai kontroversial kerajaankeputusan penyelenggaraan pemilihan presiden malaysia perdana menteri ismail ditengarai desakan partai umnopartai terbesar ranah pemerintahan dinilai memisahkan partai menjalankan kampanyenya sendirimenurut ismail pidato telivisi mandat pemerintahan dikembalikan rakyatpada senin oktober perdana menteri ismail menyerukan pemilu dipercepat diselenggarakan jadwal ditentukan sebelumnyamanuver politik ismail ditengarai memenangkan mandat kuat menstabilkan politik malaysia bertahan korupsi miliaran dolar krisis wabah covidpartai umno menyelenggarakan pemilu dijadwalkan september hukuman penjara pejabat partai tuduhan korupsipihakpihak menekan ismail mengadakan pemilu mendukung mantan perdana menteri najib razak ahmad zahid hamidi mantan presiden umnopolitikus oposisi malaysia mengkhawatirkan pemilu kendaraan politikus tren najib razak menemukan jalan posisi berpengaruhoposisi khawatir pemilu merusak reformasi bertujuan memerangi korupsiterlepas pemasalahan politik malaysia isuisu kunci penentu partisipasi warga malaysia pemilu selanjutnyapertimbangan utama pemilih kenaikan harga prospek ekonomi bank sentral pemerintah memperingatkan warga perlambatan pertumbuhan depanperekonomian mengalami pertumbuhan persen mengikuti pertumbuhan persen diharapkan inihargaharga kebutuhan seharihari melonjak harga bahanbahan makananpemerintah presiden malaysia subsisdi dipangkas tekanan fisikalhal menyebabkan kenaikan harga pemerintahan melanjutkan rencana tersebutmenurut pengamat senior institut urusan internasional singapura oh ei sun utama pemilu pemilihan presiden malaysia kesejahteraan sosial ekonomi memburuk cepatmayoritas etnis melayu negara malaysia mengharapkan partai umno bersedia bantuan masamasa sulit berlangsungsebagai koalisi barisan nasional umno partas nasionalis melayu memerintah malaysia kemerdekaan diruntuhkan meluasnya tuduhan korupsibaca juga penyanyi brisia jodie dibully netizen saat upload foto tanpa makeupmasyarakat frustasi perebutan kekuasaan politik malaysia megguncang malaysia kemenangan pemilu bersejarah oposisi umnokemenangan aliansi dipimpin mantan perdana menteri mahathir mohamad oposisi sejarah negara malaysiasejak peruntuhannya umno malaysia mencoba penguasa sumber utama kekacauandengan pertikaian mitra aliansinya jajarannyadalam ekonomi mengalami penurunan pandemi covid malaysia memiliki perdana menterisaat mengumumkan pembubaran parlemen ismail kestabilan politik malaysia menyebabkan dampak negatif perekonomianismali kebutuhan mengembalikan mandat rakyatpengamat senior kestabilan merugikan pemilihkhususnya tradisional memilih oposisi kekecewaan politik malaysiakasus suap alasan utama kekalahan umno malaysia beberapa kritikus kemenangan partai pemilihan presiden malaysia pemilu memperburuk korupsi kembalinya politikus korupsi tampuk kekuasaanbeberapa petinggi partai dibawa pengadilan mengalami kekalahan pemilu lalumereka memaksa ismail mengadakan pemilihan presiden malaysia awalbulan ismail mengumumkan penyelidikan pelanggaran mantan jaksa agung membawa korupsi pejabatpejabat umnomantan perdana menteri malaysia najib razak presiden umno ahmad zahid hamidi pejabat partai dituduh kali korupsisemua membantah kesalahan ahmad zahid najib menggambarkan tuduhan korupsi bermotif politik malaysiapada agustus najib menjalani hukuman penjara vonis korupsi pencucian uang terkait skandal keuangan bernilai miliaran dolar mdb najib menjalani persidangan lainnyaras agama faktor menimbulkan permasalahan memecah belah malaysia negara multietnis penduduknya beragametnis melayu memeluk agama islam kelompok pribumi membentuk persen populasi negara malaysia sisanya etnis etnis china indiaetnis melayu konservatif mayoritas pemilih mendukung umno malaysia dikesampingkan pemerintahan mahathirposisi kabinet tingkat kabinet mahathir diisi etnis nonmelayubagi orang melayu bertanggungjawab memgambil alih politik malaysia umno partaipartai melayu lainnyakomisi pemilihan umum memiliki menyelenggarakan pemilihan umumraja abdullah mengimbau pemilihan cepat musim hujan kerap menimbulkan bencana banjir malaysiasekutu partai umno pemerintahan partaipartai oposisi memprotes rencana ismail bahaya banjir menelan korban jiwa orangnamun umno bersikeras mendesak pemilihan presiden malaysia memanfaatkan momentum dukungan elektoral pemilih beretnis melayupartai nasional malaysia berkuasa kemerdekaan malaysia inggris partai kali oposisi kekalahan pemilu dibumbui korupsi perdana menteri najib razakadapun pemimpin umno ahmad zahid hamidi menghadapi sidang dugaan korupsibersama perdana menteri muhyiddin yassin umno malaysia kekuasaan maret silam menyusul runtuhnya koalisi reformasi bentukan bekas perdana menteri mahathir mohamadnamun pemerintahan ismail ditopang mayoritas tipis parlemen akibatnya yassin mengundurkan pembelotan anggota umnoumno mengungguli oposisi terpecah belahpemimpin oposisi anwar ibrahim koalisi pakatan harapan pemenang pemilu kehilangan dukungan partaipartai membelot kubu mahathir,0.04019500085394296,0.040195002688206354,0.04018920714768731,0.040194953003424364,0.04019500042026695,0.040195000122929675,0.04019500133732441,0.04019500225888056,0.040195001387876864,0.040195002841935126,0.04019499789521743,0.0401949996738666,0.040470950138885686,0.43699987970829707,0.040195000521258684,Politik
